pkg_name,dataset_name,dataset_title,dataset_description,dataset_format,dataset_source,dataset_reference,dataset_has_examples,dataset_has_links
CTT,CTTdata,Example Multiple-Choice Data,This example data contains 20 unscored multiple-choice items that can be used with the CTT package.,"A data frame with 100 observations on the following 20 variables. list(""\n"", ""    "", list(list(list(""i1"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i2"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i3"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i4"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i5"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i6"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i7"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i8"")), 
    list(""a character vector"")), ""\n"", ""    "", list(list(list(""i9"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i10"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i11"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i12"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i13"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i14"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i15"")), list(""a character vector"")), 
    ""\n"", ""    "", list(list(list(""i16"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i17"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i18"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i19"")), list(""a character vector"")), ""\n"", ""    "", list(list(list(""i20"")), list(""a character vector"")), ""\n"", ""  "")","NA","NA",TRUE,FALSE
CUB,univer,Evaluation of the Orientation Services 2002,"A sample survey on students evaluation of the Orientation services was conducted across the 13 Faculties of University of Naples  Federico II in five waves: participants were asked to express their ratings on a 7 point scale (1 = ""very unsatisfied"", 7 = ""extremely satisfied""). Here only the dataset collected during 2002 is loaded.","The description of subjects' covariates is: list(""\n"", list(list(list(""Faculty"")), list(""A factor variable, with levels ranging from 1 to 13 indicating the coding \n"", ""for the different university faculties"")), ""\n"", list(list(list(""Freqserv"")), list(""A factor with levels: 0 = for not regular users, 1 = for regular users"")), ""\n"", list(list(list(""Age"")), list(""Variable indicating the age of the respondent in years"")), ""\n"", list(list(list(""Gender"")), list(""A factor with levels: 0 = man, 1 = woman"")), ""\n"", list(list(list(""Diploma"")), list(
    ""A factor with levels:  1 = classic studies, 2 = scientific studies, 3 = linguistic,\n"", "" 4 = Professional, \t5 = Technical/Accountancy, 6 = others"")), ""\n"", list(list(list(""Residence"")), list(""A factor with levels: 1 = city NA, 2 = district NA, 3 = others"")), ""\n"", "" "", list(list(list(""ChangeFa"")), list(""A factor with levels: 1 = changed faculty, 2 = not changed faculty"")), ""\n"") Analyzed ordinal variables (Likert ordinal scale): 1 = ""extremely unsatisfied"", 2 = ""very unsatisfied"", 3 = ""unsatisfied"", 4 = ""indifferent"", 5 = ""satisfied"", 6 = ""very satisfied"", 7 = ""extremely satisfied"" list(""\n"", list(list(list(""Informat"")), list(""Level of satisfaction about the collected information"")), ""\n"", list(list(list(""Willingn"")), list(""Level of satisfaction about the willingness of the staff"")), ""\n"", list(list(list(""Officeho"")), list(""Judgment about the Office hours"")), ""\n"", list(list(list(""Competen"")), list(""Judgement about the competence of the staff"")), ""  \n"", list(list(list(""Global"")), list(""Global satisfaction"")), ""\n"")","list(""http://www.labstat.it/home/wp-content/uploads/2016/12/univer2002.txt"")","NA",FALSE,FALSE
CUB,relgoods,Relational goods and Leisure time dataset,"This dataset consists of the results of a survey aimed at measuring the evaluation of people living in the metropolitan area of Naples, Italy, with respect to of relational goods and leisure time collected in December 2014. Every participant was asked to measure on a 10 point ordinal scale his/her personal score for several relational goods (for instance, time dedicated to friends and family) and to leisure time. In addition, the survey asked respondents to self-evaluate their level of happiness by marking a sign along a horizontal line of 110 millimeters according to their feeling, with the left-most extremity standing for ""extremely unhappy"", and the right-most extremity corresponding to the status ""extremely happy"".","The description of subjects' covariates is the following: list(""\n"", list(list(list(""ID"")), list(""An identification number"")), ""\n"", list(list(list(""Gender"")), list(""A factor with levels: 0 = man, 1 = woman"")), ""\n"", list(list(list(""BirthMonth"")), list(""A variable indicating the month of  birth of the respondent"")), ""\n"", list(list(list(""BirthYear"")), list(""A variable indicating the year of  birth of the respondent"")), ""\n"", list(list(list(""Family"")), list(""A factor variable indicating the number of members of the family"")), ""\n"", list(list(list(""Year.12"")), 
    list(""A factor with levels: 1 = if there is any child aged less than 12  in the family,\n"", "" 0 = otherwise"")), ""\n"", list(list(list(""EducationDegree"")), list(""A factor with levels: 1 = compulsory school, 2 = high school diploma,\n"", "" 3 = Graduated-Bachelor degree, 4 = Graduated-Master degree, 5 = Post graduated"")), ""\n"", list(list(list(""MaritalStatus"")), list(""A factor with levels: 1 = Unmarried, 2 = Married/Cohabitee, \n"", ""3 = Separated/Divorced, 4 = Widower"")), ""\n"", list(list(list(""Residence"")), 
    list(""A factor with levels: 1 = City of Naples, 2 = District of Naples,\n"", "" 3 = Others Campania, 4 = Others Italia, 5 = Foreign countries"")), ""\n"", list(list(list(""Glasses"")), list(""A factor with levels: 1 = wearing glasses or contact lenses, 0 = otherwise"")), ""\n"", list(list(list(""RightHand"")), list(""A factor with levels: 1 = right-handed, 0 = left-handed"")), ""\n"", list(list(list(""Smoking"")), list(""A factor with levels: 1 = smoker, 0 = not smoker"")), ""\n"", list(list(list(""WalkAlone"")), list(
    ""A factor with levels: 1 = usually walking alone, 0 = usually walking in company"")), ""\n"", list(list(list(""job"")), list(""A factor with levels: 1 = Not working, 2 = Retired, 3 = occasionally, \n"", ""4 = fixed-term job, 5 = permanent job"")), ""\n"", list(list(list(""PlaySport"")), list(""A factor with levels: 1 = Not playing any sport, 2 = Yes, individual sport, \n"", ""3 = Yes, team sport"")), ""\n"", list(list(list(""Pets"")), list(""A factor with levels: 1 = owning a pet, 0 = not owning any pet"")), ""\n"") 1) Respondents were asked to evaluate the following items (ordered factor variables) on a 10 point Likert scale, ranging from 1 = ""never, at all"" to 10 = ""always, a lot"": list(""\n"", list(list(list(""WalkOut"")), list(""How often the respondent goes out for a walk"")), ""\n"", list(list(list(""Parents"")), list(""How often respondent talks at least to one of his/her parents"")), ""\n"", list(list(list(""MeetRelatives"")), list(""How often respondent meets his/her relatives"")), ""\n"", list(list(list(""Association"")), list(""Frequency of involvement in volunteering or different kinds of\n"", "" associations/parties, etc"")), ""\n"", list(list(list(""RelFriends"")), list(""Quality of respondent's relationships with friends"")), 
    ""\n"", list(list(list(""RelNeighbours"")), list(""Quality of the relationships with neighbors"")), ""\n"", list(list(list(""NeedHelp"")), list(""Easiness in asking help whenever in need"")), ""\n"", list(list(list(""Environment"")), list(""Level of comfort with the surrounding environment"")), ""\n"", list(list(list(""Safety"")), list(""Level of safety in the streets"")), ""\n"", list(list(list(""EndofMonth"")), list(""Family making ends meet"")), ""\n"", list(list(list(""MeetFriend"")), list(""Number of times the respondent met his/her friends during the month \n"", 
        ""preceding the interview"")), ""\n"", list(list(list(""Physician"")), list(""Importance of the kindness/simpathy in the selection of respondent's physician"")), ""\n"", ""    "") list(""\n"", "" "", list(list(list(""Happiness"")), list(""Each respondent was asked to mark a sign on a 110mm horizontal line\n"", ""  according to his/her feeling of happiness (left endpoint corresponding to completely unhappy,\n"", ""   right-most endpoint corresponding to extremely happy"")), ""\n"") 2) The same respondents were asked to score the activities for leisure time listed below (ordered factor variables), according to their involvement/degree of amusement, on a 10 point Likert scale ranging from 1 = ""At all, nothing, never"" to 10 = ""Totally, extremely important, always"": list(""\n"", list(list(list(""Videogames"")), list()), ""\n"", list(list(list(""Reading"")), list()), ""\n"", list(list(list(""Cinema"")), list()), ""\n"", list(list(list(""Drawing"")), list()), ""\n"", list(list(list(""Shopping"")), list()), ""\n"", list(list(list(""Writing"")), list()), ""\n"", list(list(list(""Bicycle"")), list()), ""\n"", list(list(list(""Tv"")), list()), ""\n"", list(list(list(""StayWFriend"")), list(""Spending time with friends"")), list(), ""\n"", list(list(list(""Groups"")), list(""Taking part to associations, meetings, etc."")), 
    list(), ""\n"", list(list(list(""Walking"")), list()), ""\n"", list(list(list(""HandWork"")), list(""Hobby, gardening, sewing, etc. "")), ""\n"", list(list(list(""Internet"")), list()), ""\n"", list(list(list(""Sport"")), list()), ""\n"", list(list(list(""SocialNetwork"")), list()), ""\n"", list(list(list(""Gym"")), list()), ""\n"", list(list(list(""Quiz"")), list(""Crosswords, sudoku, etc."")), ""\n"", list(list(list(""MusicInstr"")), list(""Playing a musical instrument"")), ""\n"", list(list(list(""GoAroundCar"")), list("" Hanging out by car"")), 
    ""\n"", list(list(list(""Dog"")), list(""Walking out the dog"")), ""\n"", list(list(list(""GoOutEat"")), list(""Go to restaurants/pubs"")))","list(""http://www.labstat.it/home/wp-content/uploads/2015/09/relgoods.txt"")","NA",FALSE,FALSE
cubfits,Datasets,Datasets for Demonstrations,"Examples of toy data to test and demonstrate list(""cubfits"") .",All are in list formats.,"NA","list(""https://github.com/snoweye/cubfits/"")",TRUE,TRUE
cubfits,Posterior Results of Yassour2009,Posterior Results of Yassour 2009 Yeast Experiment Dataset,Output summarized from MCMC posterior results analyzing Yassour 2009 data.,"These are list(""list"") 's containing several posterior means: list(""E.Phi"") for expected expression, list(""b.InitList.roc"") for parameters, list(""AA.prob"") for proportion of amino acids, list(""sigmaW"") for standard error of measure errors, and list(""gene.length"") gene length.","NA","list(""https://github.com/snoweye/cubfits/"")",TRUE,TRUE
cubfits,Yassour2009,Yassour 2009 Yeast Experiment Dataset,Experiments and data are obtained from Yassour et. al. (2009).,"A list(""data.frame"") contains 6303 rows and 5 columns: list(""ORF"") is for gene names in character, and list(""YPD0.1"") , list(""YPD0.2"") list(""YPD15.1"") , and list(""YPD15.2"") are gene expressions in positive double corresponding to 4 controlled Yeast experiments.","list(""http://www.pnas.org/content/early/2009/02/10/0812841106"") list(""http://www.pnas.org/content/vol0/issue2009/images/data/0812841106/DCSupplemental/SD3.xls"") Yassour M, Kaplan T, Fraser HB, Levin JZ, Pfiffner J, Adiconis X, Schroth G, Luo S, Khrebtukova I, Gnirke A, Nusbaum C, Thompson DA, Friedman N, Regev A. (2009) ``Ab initio construction of a eukaryotic transcriptome by massively parallel mRNA sequencing.'' Proc Natl Acad Sci USA 106(9):3264-9. [PMID:19208812]","Wallace E.W.J., Airoldi E.M., and Drummond D.A. ``Estimating Selection on Synonymous Codon Usage from Noisy Experimental Data'' Mol Biol Evol (2013) 30(6):1438--1453.",TRUE,FALSE
cubfits,Data Formats,Data Formats,"Data formats used in list(""cubfits"") .",All are in simple formats as S3 default lists or data frames.,"NA","list(""https://github.com/snoweye/cubfits/"")",FALSE,FALSE
cubfits,Controls,Default Controlling Options,"Default controls of list(""cubfits"") include for models, optimizations, MCMC, plotting, global variables, etc.",All are in lists and contain several controlling options.,"NA","list(""https://github.com/snoweye/cubfits/"")",TRUE,TRUE
CuCubes,madelon,An artificial dataset called MADELON,An artificial dataset containing data points grouped in 32 clusters placed on the vertices of a five dimensional hypercube and randomly labeled 0/1.,"A list of two elements: list(""\n"", ""  "", list(list(""data""), list(""2000 by 500 matrix of 2000 objects with 500 features"")), ""\n"", ""  "", list(list(""decision""), list(""vector of 2000 decisions (labels 0/1)"")), ""\n"")","list(""https://archive.ics.uci.edu/ml/datasets/Madelon"")","NA",FALSE,FALSE
cudia,cudia-package,CUDIA Cross-level Imputation,Reconstruct individual-level values from aggregate-level summaries.,"NA","NA","Y. Park and J. Ghosh, list(""CUDIA: Probabilistic Cross-level Imputation using Individual Auxiliary Information"") , ACM Trans-IST, 2012.",TRUE,FALSE
cumplyr,rt.data,rt.data,RT data,"A data frame with 12 observations on the following 4 variables. list(""\n"", ""    "", list(list(list(""Subject"")), list(""Subject ID number"")), ""\n"", ""    "", list(list(list(""Block"")), list(""Block ID"")), ""\n"", ""    "", list(list(list(""Trial"")), list(""Trial ID"")), ""\n"", ""    "", list(list(list(""RT"")), list(""RT measurement"")), ""\n"", ""  "")","NA","NA",TRUE,FALSE
cumplyr,processed.rt.data,Processed rt.data,Processed rt.data,"A data frame with 12 observations on the following 4 variables. list(""\n"", ""    "", list(list(list(""Subject"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""Block"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""Trial"")), list(""a numeric vector"")), ""\n"", ""    "", list(list(list(""CumMeanRT"")), list(""a numeric vector"")), ""\n"", ""  "")","NA","NA",TRUE,FALSE
cumplyr,cumplyr-package,Extends ddply to allow calculation of cumulative quantities.,Extends ddply to allow calculation of cumulative quantities.,"NA","NA","NA",TRUE,FALSE
cumSeg,fibroblast,Fibroblast Cell Line dataset,Genomic sequences of 15 fibroblast cell lines.,"A data frame with 2462 observations on the following 11 variables. list(""\n"", ""    "", list(list(list(""Chromosome"")), list(""a numeric vector to identify the chromosome"")), ""\n"", ""    "", list(list(list(""Genome.Order"")), list(""a numeric vector meaning the genome index"")), ""\n"", ""    "", list(list(list(""gm05296"")), list(""cell line GM05296"")), ""\n"", ""    "", list(list(list(""gm03563"")), list(""cell line GM03563"")), ""\n"", ""    "", list(list(list(""gm01535"")), list(""cell line GM01535"")), ""\n"", ""    "", list(list(list(""gm07081"")), list(""cell line GM07081"")), ""\n"", ""    "", list(
    list(list(""gm01750"")), list(""cell line GM01750"")), ""\n"", ""    "", list(list(list(""gm03134"")), list(""cell line GM03134"")), ""\n"", ""    "", list(list(list(""gm13330"")), list(""cell line GM13330"")), ""\n"", ""    "", list(list(list(""gm13031"")), list(""cell line GM13031"")), ""\n"", ""    "", list(list(list(""gm01524"")), list(""cell line GM01524"")), ""\n"", ""  "")","NA","SNIJDERS, A. M., NOWAK, N., SEGRAVES, R., BLACKWOOD, S., BROWN, N., CONROY, J., HAMILTON, G., HINDLE, A. K., HUEY, B., KIMURA, K. et al., (2001). Assembly of microarrays for genome-wide measurement of DNA copy number. Nature Genetics 29, 263-264.",TRUE,FALSE
